Time,VDD_CPU_GPU_CV,VDD_SOC
3.2095999813464005e-05,1.584,1.424
0.9947887999996965,1.058,1.386
1.9936216319993036,0.937,1.386
2.99584070399942,0.896,1.386
3.9962757119992602,0.896,1.386
4.9982112319994485,0.896,1.386
5.998313695999968,0.896,1.386
6.9999569920000795,0.896,1.386
8.001642272000026,0.896,1.386
9.001201215999572,0.896,1.386
10.007890847999988,1.019,1.386
11.008507359999385,1.343,1.386
12.011523071999363,2.15,2.069
13.0108865279999,2.826,2.669
14.010794496000017,2.867,2.71
15.013236832000075,2.746,2.592
16.01766083199982,2.786,2.588
17.01481023999986,2.826,2.629
18.016763007999543,2.867,2.71
19.01605391999965,2.867,2.71
20.01951065599951,2.75,2.552
21.020586815999195,2.75,2.588
22.02147526399949,2.826,2.629
23.02168454399998,2.867,2.71
24.02146105599968,2.867,2.71
25.02146931199968,2.867,2.669
26.02382774399939,2.71,2.552
27.025913823999872,2.786,2.588
28.026059743999213,2.867,2.669
29.025938559999304,2.867,2.71
30.025727679999363,2.826,2.629
31.029702623999583,2.79,2.552
32.03159849599979,2.786,2.629
33.03151353599969,2.867,2.669
34.03331276799963,2.867,2.71
35.03363475199967,2.79,2.548
36.0326298559994,2.746,2.592
37.034025951999865,2.826,2.629
38.03338083199924,2.867,2.71
39.03562195199993,2.867,2.71
40.03493043199978,2.867,2.71
41.03991785599919,2.75,2.552
42.03783238399956,2.786,2.629
43.03943462400002,2.867,2.71
44.03835382399939,2.75,2.511
45.04012588799924,1.099,1.508
46.03949199999988,0.937,1.386
47.04051126399918,0.937,1.386
48.040743775999545,0.896,1.386
49.04124950400001,0.896,1.386
50.04233862399997,0.896,1.386
51.042907583999295,0.896,1.386
52.04518268799984,0.896,1.386
53.04408595199948,0.896,1.386
54.04471606399966,0.896,1.386
55.047052255999915,0.896,1.386
